,subject,age,run,test_trial,condition,repetition,distance,time,goalx,goaly,nav_x,nav_y,navigation_accuracy,chance_dist,distance_traveled,euclidean_path,path_efficiency,spawn_x,spawn_y,cone_x,cone_y,angular_error
1855,248,11.5,2,8,4,2,7.9551,13.967,23.2842,3.3263,15.6541,4.5367,74.55396295,31.26262838,57.945,43.762,14.183,-17.94,17.89,13.305,-13.305,8.031999204
1856,248,11.5,2,9,2,3,6.9667,5.6998,-19.9578,-6.652,-18.1314,-0.20226,76.61926661,29.79675565,38.294,39.05,0.756,0.1347,26.7789,-13.306,-13.305,24.7773859
1857,248,11.5,2,10,4,3,9.4655,4.8825,23.2842,3.3263,14.5518,6.4472,69.72263533,31.26262838,31.375,33.282,1.907,0.059998,27.09,13.305,-13.305,15.76575177
1858,248,11.5,2,11,1,3,2.0197,8.2663,-9.9789,-9.9789,-10.5201,-10.4102,92.368129,26.46402173,31.474,31.096,0.378,19.56,-19.51,-13.306,-13.305,1.106847231
1859,248,11.5,2,12,3,3,7.9676,6.5171,11.642,24.947,4.0229,26.3005,76.51654875,33.92857343,28.868,30.471,1.603,-17.94,17.89,13.305,13.31,16.32051459
1860,248,11.5,3,1,3,1,4.3272,13.948,-24.9474,-11.6421,-28.7228,-10.7109,87.24625675,33.92886241,62.697,52.701,9.996,18.66,17.89,-13.306,-13.305,4.566076323
1861,248,11.5,3,2,2,1,2.2815,6.5,6.652,-19.9578,6.7151,-18.6925,92.34312612,29.79675565,45.254,46.437,1.183,0.059967,25.9703,13.305,-13.305,5.731802204
1862,248,11.5,3,3,4,1,4.6693,8.1339,3.3263,24.9474,4.2837,29.1049,85.55880572,32.33319842,28.767,16.986,11.781,18.66,17.89,-13.305,13.305,0.778162348
1863,248,11.5,3,4,1,1,2.0238,9.8169,9.9789,-9.9789,9.32,-10.2268,92.35263627,26.46402173,38.73,36.391,2.339,-24.94,0.090042,13.305,-13.305,7.315827263
1864,248,11.5,3,5,4,2,6.2373,13.949,3.3263,24.9474,-2.5291,23.9384,80.70930095,32.33319842,49.046,48.441,0.605,-16.94,-19.01,-13.305,13.305,13.62554386
1865,248,11.5,3,6,2,2,2.9204,7.4334,6.652,-19.9578,7.9213,-18.1365,90.19893295,29.79675565,38.002,39.752,1.75,18.66,17.89,13.305,-13.305,3.093347993
1866,248,11.5,3,7,3,2,2.8469,18.833,-24.9474,-11.6421,-23.8965,-9.7981,91.6092088,33.92886241,56.586,46.143,10.443,0.059998,27.09,-13.306,-13.305,2.722128457
1867,248,11.5,3,8,1,2,2.8607,5.7333,9.9789,-9.9789,9.2373,-11.9872,89.19022955,26.46402173,27.155,28.457,1.302,-16.94,-19.01,13.305,-13.305,27.04939405
1868,248,11.5,3,9,1,3,2.444,5.7,9.9789,-9.9789,9.0216,-8.7721,90.76482016,26.46402173,37.918,39.494,1.576,-17.94,17.89,13.305,-13.305,1.621029518
1869,248,11.5,3,10,3,3,10.192,6.5664,-24.9474,-11.6421,-14.9413,-12.0482,69.96067868,33.92886241,43.253,45.237,1.984,19.56,-19.51,-13.306,-13.305,13.86476983
1870,248,11.5,3,11,4,3,2.6523,7.4831,3.3263,24.9474,3.6223,26.7769,91.79697608,32.33319842,43.078,33.073,10.005,25.06,0.090027,-13.305,13.305,0.109438549
1871,248,11.5,3,12,2,3,3.1004,5.7834,6.652,-19.9578,5.939,-17.6118,89.59484034,29.79675565,42.84,45.172,2.332,0.059814,24.6903,13.305,-13.305,14.68489332
1872,248,11.5,4,1,3,1,4.5943,11.531,-11.6419,-24.947,-10.0008,-28.7959,86.45889409,33.92854344,49.524,44.469,5.055,25.06,0.090027,-13.306,-13.305,5.86474491
1873,248,11.5,4,2,1,1,2.8375,10.633,9.979,9.979,10.6912,11.9648,89.27791735,26.46407505,39.838,29.08,10.758,-17.94,17.89,13.305,13.31,17.81028313
1874,248,11.5,4,3,2,1,31.343,18.817,19.9578,6.652,-7.4486,21.7413,-5.189304376,29.79675565,104.08,26.234,77.846,19.56,-19.51,13.305,13.31,157.0874206
1875,248,11.5,4,4,4,1,2.9953,13.883,-23.2842,-3.3263,-25.5765,-2.9837,90.4189118,31.26262838,63.162,46.568,16.594,18.2656,17.6165,-13.305,13.305,1.476140129
1876,248,11.5,4,5,4,2,7.3756,12.333,-23.2842,-3.3263,-16.4962,-5.4995,76.40761388,31.26262838,42.024,17.024,25,-16.94,-19.01,-13.305,13.305,10.30727744
1877,248,11.5,4,6,3,2,2.0965,13.834,-11.6419,-24.947,-11.1695,-24.1906,93.82083701,33.92854344,52.907,43.339,9.568,-17.94,17.89,-13.306,-13.305,0.232693808
1878,248,11.5,4,7,2,2,6.1659,14.75,19.9578,6.652,24.5726,3.0297,79.30680752,29.79675565,68.886,45.414,23.472,-24.94,0.090042,13.305,13.31,2.645775119
1879,248,11.5,4,8,1,2,7.4178,9.7831,9.979,9.979,10.1766,17.1473,71.97030319,26.46407505,52.146,38.246,13.9,0.060028,-26.91,13.305,13.31,95.85402489
1880,248,11.5,4,9,2,3,7.0919,15.666,19.9578,6.652,14.7906,11.1236,76.19908663,29.79675565,78.309,44.984,33.325,-16.94,-19.01,13.305,13.31,10.78256305
1881,248,11.5,4,10,1,3,2.6323,8.1329,9.979,9.979,11.6886,9.342,90.05330813,26.46407505,39.611,29.08,10.531,-17.94,17.89,13.305,13.31,22.79300505
1882,248,11.5,4,11,3,3,2.9517,9.7831,-11.6419,-24.947,-9.4008,-25.2463,91.30024545,33.92854344,42.391,31.729,10.662,19.56,-19.51,-13.306,-13.305,4.593337754
1883,248,11.5,4,12,4,3,10.639,15.632,-23.2842,-3.3263,-14.6336,-9.2218,65.96895222,31.26262838,73.646,45.838,27.808,19.56,-19.51,-13.305,13.305,24.08823643
1884,248,11.5,5,1,2,1,10.327,5.7331,6.652,-19.9578,2.242,-10.8148,65.34186433,29.79675565,37.815,37.464,0.351,-24.94,0.090042,13.305,-13.305,57.6845749
1885,248,11.5,5,2,1,1,3.247,5.7338,9.9789,-9.9789,10.2709,-7.3602,87.73051189,26.46402173,37.875,39.494,1.619,-17.94,17.89,13.305,-13.305,17.96119647
1886,248,11.5,5,3,4,1,2.4175,9.0823,3.3263,24.9474,4.3299,26.0597,92.52316468,32.33319842,50.177,48.441,1.736,-16.94,-19.01,-13.305,13.305,1.83909179
