,subject,age_group,age_num,run,z,scaled_accuracy,distance
262,315,10-12yo,12.17,5,0.404403243,58.51173587,13.60905833
263,315,10-12yo,12.17,6,1.399856244,82.81158634,5.461975
264,333,10-12yo,10.08,1,-0.357155042,43.58583908,18.18425
265,333,10-12yo,10.08,2,0.19156653,74.38211298,8.089908333
266,333,10-12yo,10.08,3,-0.029050029,74.51956684,8.085591667
267,333,10-12yo,10.08,4,0.038934714,83.84360123,5.157591667
268,333,10-12yo,10.08,5,-0.534725291,81.00504511,6.181858333
269,333,10-12yo,10.08,6,-0.043314052,71.89589997,8.809433333
270,201,Adults,19.25,1,-0.315417828,74.43904555,8.283425
271,201,Adults,19.25,2,0.413448966,83.18147528,5.412883333
272,201,Adults,19.25,3,-1.154556731,70.69683187,9.648633333
273,201,Adults,19.25,4,0.485794166,55.95185875,14.012275
274,201,Adults,19.25,5,0.309313348,87.2988114,4.085575
275,201,Adults,19.25,6,-0.633814346,79.85616459,6.508825
276,266,Adults,19.58,1,-0.360606581,69.31034916,9.568166667
277,266,Adults,19.58,2,-0.330296697,85.3321114,4.498075
278,266,Adults,19.58,3,-0.668626664,81.55653848,5.861433333
279,266,Adults,19.58,4,1.004359114,80.90868677,5.76515
280,266,Adults,19.58,5,0.732469767,76.73882197,7.490466667
281,266,Adults,19.58,6,0.114018009,73.75144018,7.672575
282,238,Adults,19.67,1,-0.057696358,74.1043391,7.844675
283,238,Adults,19.67,2,0.570549686,85.478607,4.419683333
284,238,Adults,19.67,3,-0.09413095,88.44726478,3.5533
285,238,Adults,19.67,4,-0.047521329,86.54962775,4.062858333
286,238,Adults,19.67,5,1.478483747,84.19044191,5.028658333
287,238,Adults,19.67,6,0.45018091,79.18409118,6.683141667
288,258,Adults,19.67,1,-0.431871577,56.76749066,13.78560833
289,258,Adults,19.67,2,-0.236955071,71.92060178,8.645783333
290,258,Adults,19.67,3,-0.152126471,80.00570237,6.311591667
291,258,Adults,19.67,4,0.462662004,87.47081543,3.871575
292,258,Adults,19.67,5,0.342418221,86.1096625,4.273366667
293,258,Adults,19.67,6,-0.252374738,85.68589678,4.476608333
294,231,Adults,19.75,1,-0.080034617,63.11400408,11.77880833
295,231,Adults,19.75,2,-0.447599742,87.21186408,4.02795
296,231,Adults,19.75,3,-0.174492564,90.34162482,3.094716667
297,231,Adults,19.75,4,0.412165728,90.2278078,3.077908333
298,231,Adults,19.75,5,0.30190931,79.09603166,6.402641667
299,231,Adults,19.75,6,0.435937506,90.93819,2.83515
300,304,Adults,19.83,1,-0.426814343,19.70509306,24.98854167
301,304,Adults,19.83,2,-0.248680628,59.81662744,12.41730833
302,304,Adults,19.83,3,-0.882977947,51.99452015,15.35794167
303,304,Adults,19.83,4,0.279321516,72.38199232,8.662541667
304,304,Adults,19.83,5,0.788889667,62.28397283,12.08846667
305,304,Adults,19.83,6,0.057597085,53.37250713,14.6342
306,259,Adults,21.67,1,-0.33680276,62.60475755,11.87305833
307,259,Adults,21.67,2,0.255290701,89.14178363,3.413275
308,259,Adults,21.67,3,1.339845805,87.94980363,3.882958333
309,259,Adults,21.67,4,0.686751787,91.06806439,2.832408333
310,259,Adults,21.67,5,0.140150498,88.45380557,3.666883333
311,259,Adults,21.67,6,0.100044174,83.3221413,5.425141667
312,261,Adults,20.25,1,-0.083223704,76.53515813,7.441941667
313,261,Adults,20.25,2,0.15152719,73.96296483,8.431391667
314,261,Adults,20.25,3,-0.285123449,77.18385688,7.325625
315,261,Adults,20.25,4,0.142699895,89.19226533,3.431441667
316,261,Adults,20.25,5,0.164102897,88.07578032,3.813283333
317,261,Adults,20.25,6,1.122161759,81.54914654,5.8161
318,284,Adults,20.42,1,0.069446152,50.29070549,15.25525
319,284,Adults,20.42,2,0.040727417,70.64390995,9.015058333
320,284,Adults,20.42,3,0.972948072,70.20189798,9.442333333
321,284,Adults,20.42,4,-0.405635697,64.94280138,11.02179167
322,284,Adults,20.42,5,0.034498832,73.26900827,8.407066667
323,284,Adults,20.42,6,0.001159781,72.60219013,8.728683333
324,305,Adults,20.67,1,1.350095959,74.52288377,8.329508333
325,305,Adults,20.67,2,0.093579882,86.59800988,4.197808333
326,305,Adults,20.67,3,0.774067079,86.06001653,4.4842
327,305,Adults,20.67,4,0.024051135,70.20071429,9.345108333
328,305,Adults,20.67,5,0.539338686,85.1789359,4.719933333
329,305,Adults,20.67,6,-0.043748042,80.54806997,6.180358333
330,312,Adults,20.75,1,0.802651667,63.06927558,11.9188
331,312,Adults,20.75,2,-0.093795371,72.29150359,8.086775
332,312,Adults,20.75,3,-0.387897733,80.15518939,6.310866667
333,312,Adults,20.75,4,-0.284233847,77.88970036,7.098933333
334,312,Adults,20.75,5,-0.490263505,77.74667301,7.019816667
335,312,Adults,20.75,6,-0.629852007,79.60274284,6.505233333
336,224,Adults,20.83,1,0.338873532,53.72189182,14.32635
337,224,Adults,20.83,2,0.595266416,75.27131554,7.667158333
338,224,Adults,20.83,3,0.114511836,85.93617045,4.381991667
339,224,Adults,20.83,4,-0.662392609,80.61273282,5.886191667
340,224,Adults,20.83,5,0.13386798,79.49441941,6.642558333
341,224,Adults,20.83,6,0.927411241,75.55376034,7.83165
342,291,Adults,20.92,1,-0.791054872,61.59086283,12.42455833
343,291,Adults,20.92,2,-0.034328127,49.5873808,15.98255833
344,291,Adults,20.92,3,-0.267325221,51.29891947,15.6608
345,291,Adults,20.92,4,0.10033996,65.63289287,11.3096
346,223,Adults,21,1,-0.528342846,62.4985794,11.88115833
347,223,Adults,21,2,0.23937421,79.91398427,6.41155
348,223,Adults,21,3,-0.089006955,80.48166782,6.343266667
349,223,Adults,21,4,-0.653963326,76.85410742,7.129025
350,223,Adults,21,5,-0.285858991,81.31636026,5.991775
351,223,Adults,21,6,-0.276388671,86.75905864,4.182866667
352,235,Adults,21.17,1,-0.395073172,75.62407265,7.784225
353,235,Adults,21.17,2,0.422190178,71.72876266,9.210125
354,235,Adults,21.17,3,-0.235853389,82.10243027,5.796583333
355,235,Adults,21.17,4,-0.350562902,76.31016817,7.660491667
356,235,Adults,21.17,5,-0.016736095,84.38465512,5.073008333
357,235,Adults,21.17,6,0.841484308,84.62459668,4.911166667
358,202,Adults,21.25,1,-0.121781039,68.2362283,9.579541667
359,202,Adults,21.25,2,-0.262808026,77.00712448,7.098841667
360,202,Adults,21.25,3,-0.143530412,69.43369619,9.759333333
361,202,Adults,21.25,4,-0.721050351,50.39673051,15.60298333
362,202,Adults,21.25,5,0.603225547,81.15764978,5.907758333
363,202,Adults,21.25,6,0.094610062,71.17116831,8.883983333
364,306,Adults,21.42,1,-0.423677027,74.03029524,8.325633333
365,306,Adults,21.42,2,-0.502150637,74.38015181,7.847183333
366,306,Adults,21.42,3,0.6285416,80.89888292,5.9913
367,306,Adults,21.42,4,-0.528444955,68.38110779,9.944441667
368,306,Adults,21.42,5,-1.101543521,73.88501141,8.205425
369,306,Adults,21.42,6,0.558274766,72.36982055,8.935291667
370,293,Adults,21.67,1,0.678912929,59.81319808,12.45066667
371,293,Adults,21.67,2,0.588777708,9.448953603,28.96711667
372,293,Adults,21.67,3,0.777457157,79.03748401,6.75285
373,293,Adults,21.67,4,0.779246337,67.31206404,10.42915833
374,293,Adults,21.67,5,0.004893545,75.64553655,7.789883333
375,293,Adults,21.67,6,0.655941334,78.33261776,6.932058333
376,260,Adults,21.83,1,0.068496296,67.34880482,10.38405
377,260,Adults,21.83,2,-0.257525522,69.88180369,9.2831
378,260,Adults,21.83,3,-0.838234486,74.82392563,7.8185
379,260,Adults,21.83,4,0.262466878,83.89508892,4.88065
380,260,Adults,21.83,5,0.155030874,84.86086322,4.710491667
381,260,Adults,21.83,6,0.053648984,82.1315472,5.567041667
382,292,Adults,21.92,1,-0.578184242,83.64511509,5.0757
383,292,Adults,21.92,2,-0.364877738,63.78215846,11.399775
384,292,Adults,21.92,3,-0.501091898,38.42735433,20.12626667
385,292,Adults,21.92,4,-0.559948023,84.65794413,4.727225
386,292,Adults,21.92,5,-0.73850407,66.58066356,10.66720833
387,292,Adults,21.92,6,-0.447135384,73.75844169,8.25795
388,203,Adults,22,1,0.012149146,81.84857205,5.826341667
389,203,Adults,22,2,1.561584109,88.66886524,3.55305
390,203,Adults,22,3,0.271226421,86.7560856,4.255025
391,203,Adults,22,4,-0.203047355,87.31628807,3.999033333
392,203,Adults,22,5,0.610405374,89.64229985,3.307233333
393,203,Adults,22,6,-0.162114597,77.08379624,7.129775
394,271,Adults,22,1,-0.747891548,79.31942266,6.605
395,271,Adults,22,2,-0.232624519,52.22662198,15.01553333
396,271,Adults,22,3,1.219341641,78.78076545,6.806366667
397,271,Adults,22,4,0.633166702,75.71643403,7.732091667
398,271,Adults,22,5,0.548702006,77.67482926,7.186166667
399,271,Adults,22,6,0.222399969,76.14879453,7.5024
400,252,Adults,22.42,1,2.015415601,36.26549953,19.70055
401,252,Adults,22.42,2,0.956751944,64.16727505,11.04208333
402,252,Adults,22.42,3,-0.677495488,75.27054064,7.872591667
403,252,Adults,22.42,4,0.263267984,80.25544814,6.154266667
404,252,Adults,22.42,5,0.991834418,86.42965948,4.200541667
405,252,Adults,22.42,6,0.192696503,86.5541768,3.9996
406,270,Adults,24.08,1,0.005681589,48.36410164,16.04270833
407,270,Adults,24.08,2,-0.175511957,69.68492659,9.482516667
408,270,Adults,24.08,3,0.265975312,78.24303026,6.727258333
409,270,Adults,24.08,4,-0.182235982,73.63960396,8.346283333
410,270,Adults,24.08,5,-0.513321106,76.72898421,7.430558333
411,270,Adults,24.08,6,0.367382427,73.83693554,8.172391667
412,228,Adults,24.5,1,0.40980695,74.067059,8.116858333
413,228,Adults,24.5,2,0.009193799,68.90637,9.4208
414,228,Adults,24.5,3,0.904999915,78.20167277,6.812983333
415,228,Adults,24.5,4,0.178003468,78.62679357,6.637108333
416,228,Adults,24.5,5,0.380026102,63.46571297,11.42574167
