Subject,AgeGroup,Run,Item,PC1,PC2
279,6-9yo,5,1,-0.79999036,3.697985
279,6-9yo,6,1,-6.0437193,-3.9223835
279,6-9yo,1,2,9.253334,0.5889303
279,6-9yo,2,2,-3.218356,0.4699785
279,6-9yo,3,2,-4.4435973,-0.043081284
279,6-9yo,4,2,-3.046009,3.3875978
279,6-9yo,5,2,6.064808,-0.44689167
279,6-9yo,6,2,0.14729011,0.089488566
279,6-9yo,1,3,-0.7960784,-3.241441
279,6-9yo,2,3,6.2361274,-2.965324
279,6-9yo,3,3,-1.0324562,5.9507565
279,6-9yo,4,3,5.7247453,-3.8357444
279,6-9yo,5,3,-0.63336617,-2.3482766
279,6-9yo,6,3,8.304757,-1.3523741
279,6-9yo,1,4,-4.8050604,-1.4377025
279,6-9yo,2,4,-4.788179,-2.3765683
279,6-9yo,3,4,6.7840667,-0.21933316
279,6-9yo,4,4,2.45499,4.5564976
279,6-9yo,5,4,-4.6314526,-0.90281606
279,6-9yo,6,4,-2.4083283,5.185268
282,6-9yo,1,1,6.0436473,1.3405317
282,6-9yo,2,1,-4.211906,-3.2445822
282,6-9yo,3,1,3.898949,6.198233
282,6-9yo,4,1,-34.697914,30.47508
282,6-9yo,5,1,-2.6284614,2.1203046
282,6-9yo,6,1,-3.78792,-3.1907785
282,6-9yo,1,2,-2.8863351,4.7140455
282,6-9yo,2,2,-1.7719277,5.921389
282,6-9yo,3,2,-4.0397983,-4.5685554
282,6-9yo,4,2,68.77387,6.0609207
282,6-9yo,5,2,0.6758449,4.0552864
282,6-9yo,6,2,5.576315,-2.8972552
282,6-9yo,1,3,-4.465474,-2.325223
282,6-9yo,2,3,6.1028776,-0.5612824
282,6-9yo,3,3,-7.5419455,1.9771836
282,6-9yo,4,3,4.0781426,-17.839684
282,6-9yo,5,3,7.824425,-2.44078
282,6-9yo,6,3,2.4848626,4.451732
282,6-9yo,1,4,1.3081638,-3.7293553
282,6-9yo,2,4,-0.11904368,-2.1155252
282,6-9yo,3,4,7.6827965,-3.6068628
282,6-9yo,4,4,-38.15411,-18.696318
282,6-9yo,5,4,-5.87181,-3.73481
282,6-9yo,6,4,-4.273259,1.636303
350,6-9yo,1,1,-1.0190372,-2.111937
350,6-9yo,2,1,-2.5215657,-5.0045533
350,6-9yo,3,1,9.1844015,-1.0115969
350,6-9yo,4,1,10.369815,-1.1452368
350,6-9yo,5,1,2.632498,7.117486
350,6-9yo,6,1,-5.930247,0.43975
350,6-9yo,1,2,-3.1181858,-0.9031
350,6-9yo,2,2,-1.1512902,-1.3637211
350,6-9yo,3,2,-0.8777225,-4.6430745
350,6-9yo,4,2,-9.108903,-2.9250548
350,6-9yo,5,2,-3.5463476,0.59255946
350,6-9yo,6,2,9.357773,-1.3828177
350,6-9yo,1,3,-3.1242838,2.586407
350,6-9yo,2,3,-5.218065,5.0187273
350,6-9yo,3,3,-1.2729274,7.809496
350,6-9yo,4,3,0.35699868,-4.143379
350,6-9yo,5,3,7.49139,-4.7870364
350,6-9yo,6,3,-3.3566778,-4.7521477
350,6-9yo,1,4,7.261507,0.42862916
350,6-9yo,2,4,8.890921,1.349546
350,6-9yo,3,4,-7.0337524,-2.1548243
350,6-9yo,4,4,-1.6179087,8.213674
350,6-9yo,5,4,-6.5775433,-2.9230096
350,6-9yo,6,4,-0.07085067,5.6952147
212,6-9yo,1,1,7.120271,-1.5018247
212,6-9yo,2,1,8.123082,-0.044285942
212,6-9yo,3,1,-4.127598,5.051958
212,6-9yo,4,1,2.3464751,6.5968933
212,6-9yo,5,1,-3.2183707,-5.08575
212,6-9yo,6,1,7.5785527,-2.870414
212,6-9yo,1,2,-4.496421,-3.0057201
212,6-9yo,2,2,-3.4546335,-4.694698
212,6-9yo,3,2,4.3346562,-0.18548442
212,6-9yo,4,2,7.8033404,-4.4022927
212,6-9yo,5,2,-4.6736293,5.301173
212,6-9yo,6,2,-0.2983509,7.1048875
212,6-9yo,1,3,-1.8742095,-0.49571165
212,6-9yo,2,3,-3.0744298,5.609723
212,6-9yo,3,3,-4.145852,-5.0496325
212,6-9yo,4,3,-6.188168,-4.5716615
212,6-9yo,5,3,6.8957143,1.4615848
212,6-9yo,6,3,-1.4361467,-0.19808811
212,6-9yo,1,4,-0.7496415,5.0032544
212,6-9yo,2,4,-1.5940206,-0.8707392
212,6-9yo,3,4,3.9387932,0.18315892
212,6-9yo,4,4,-3.9616475,2.377059
212,6-9yo,5,4,0.99628556,-1.677008
212,6-9yo,6,4,-5.8440537,-4.036385
240,6-9yo,1,1,-2.7141314,0.44890428
240,6-9yo,2,1,8.528244,-2.2861416
240,6-9yo,3,1,-6.718623,1.420213
240,6-9yo,4,1,-15.578561,8.173965
240,6-9yo,5,1,0.5937157,4.8554363
240,6-9yo,6,1,-3.181631,-2.7225046
240,6-9yo,1,2,-0.30379173,6.819941
240,6-9yo,2,2,-4.143715,1.0191582
240,6-9yo,3,2,5.0396094,10.621291
240,6-9yo,4,2,20.36163,5.189311
240,6-9yo,5,2,-2.5874119,-0.033558886
240,6-9yo,6,2,8.612638,-0.40905184
240,6-9yo,1,3,8.310557,-2.586241
240,6-9yo,2,3,0.01796241,6.6277733
240,6-9yo,3,3,9.97038,-7.875796
240,6-9yo,4,3,9.353389,-7.119394
240,6-9yo,5,3,-4.0525427,-2.5928519
240,6-9yo,6,3,-2.3230822,5.852945
240,6-9yo,1,4,-5.2926345,-4.682606
240,6-9yo,2,4,-4.4024916,-5.3607893
240,6-9yo,3,4,-8.2913685,-4.165705
240,6-9yo,4,4,-14.136454,-6.24388
240,6-9yo,5,4,6.0462403,-2.2290256
240,6-9yo,6,4,-3.1079261,-2.7213907
262,6-9yo,1,1,-2.4635012,-2.5629065
262,6-9yo,2,1,-2.932269,4.5146155
262,6-9yo,3,1,-0.6762595,4.8710704
262,6-9yo,4,1,-8.134141,0.50158966
262,6-9yo,5,1,-0.7479884,7.1913614
262,6-9yo,6,1,8.19473,-2.3398733
262,6-9yo,1,2,7.016687,0.78819215
262,6-9yo,2,2,-3.17593,-3.7932029
262,6-9yo,3,2,-6.946858,-4.4852214
262,6-9yo,4,2,9.221713,-0.50978935
262,6-9yo,5,2,-0.5008223,-0.7073701
262,6-9yo,6,2,-6.93065,-5.3994694
262,6-9yo,1,3,-4.0788426,3.0524077
262,6-9yo,2,3,9.180332,-0.08366958
262,6-9yo,3,3,9.151633,-2.6641815
262,6-9yo,4,3,0.2267168,5.7053146
262,6-9yo,5,3,8.721197,-2.6816852
262,6-9yo,6,3,1.5410998,0.79678684
262,6-9yo,1,4,-0.47434318,-1.2776937
262,6-9yo,2,4,-3.0721326,-0.63774234
262,6-9yo,3,4,-1.5285194,2.2783327
262,6-9yo,4,4,-1.3142866,-5.697115
262,6-9yo,5,4,-7.472384,-3.802306
262,6-9yo,6,4,-2.8051794,6.9425583
297,6-9yo,1,1,-2.6343734,5.8753533
297,6-9yo,2,1,-5.607244,-2.9918718
297,6-9yo,3,1,-5.4256434,-1.8642874
297,6-9yo,4,1,-7.620551,-2.8447747
297,6-9yo,5,1,-6.6663465,-1.5972415
297,6-9yo,6,1,-3.5250852,-3.4491348
297,6-9yo,1,2,-0.94155085,0.50304383
297,6-9yo,2,2,-6.5736213,7.366403
297,6-9yo,3,2,-0.74230397,5.8695207
297,6-9yo,4,2,-1.6052406,6.812935
297,6-9yo,5,2,-6.783723,-2.051927
297,6-9yo,6,2,10.306407,-2.1256485
297,6-9yo,1,3,10.885738,-1.6857632
297,6-9yo,2,3,12.980997,2.0424745
297,6-9yo,3,3,6.408559,-1.0109082
297,6-9yo,4,3,-0.5353282,-2.718541
297,6-9yo,5,3,2.1563249,7.1989946
297,6-9yo,6,3,-6.9623284,-1.2235541
297,6-9yo,1,4,-7.3098164,-4.6926346
297,6-9yo,2,4,-0.8001312,-6.4170027
297,6-9yo,3,4,-0.24060993,-2.9943228
297,6-9yo,4,4,9.761124,-1.2496182
297,6-9yo,5,4,11.293748,-3.549826
297,6-9yo,6,4,0.18100439,6.798339
280,6-9yo,1,1,-2.448599,0.71810186
280,6-9yo,2,1,-3.7568257,-2.5044825
280,6-9yo,3,1,5.3726687,-0.77898073
280,6-9yo,4,1,-3.9333217,-1.538106
280,6-9yo,5,1,2.613476,3.0291224
280,6-9yo,6,1,1.1500382,-0.18736725
280,6-9yo,1,2,4.801999,-2.15181
280,6-9yo,2,2,2.002614,1.0650693
280,6-9yo,3,2,-1.4995079,-0.33757606
280,6-9yo,4,2,7.766225,-3.4904387
280,6-9yo,5,2,-3.799354,1.0819916
280,6-9yo,6,2,-2.0444784,-2.0782723
280,6-9yo,1,3,1.2200456,3.5912464
280,6-9yo,2,3,-2.1750412,2.8173027
280,6-9yo,3,3,-3.0315666,-2.109021
280,6-9yo,4,3,2.7939115,5.7724724
280,6-9yo,5,3,-2.749725,-1.8509258
280,6-9yo,6,3,2.4847813,-0.10560695
280,6-9yo,1,4,-3.573446,-2.1575387
280,6-9yo,2,4,3.929252,-1.3778896
280,6-9yo,3,4,-0.8415945,3.225578
280,6-9yo,4,4,-6.626815,-0.74392885
280,6-9yo,5,4,3.9356027,-2.2601874
280,6-9yo,6,4,-1.5903417,2.3712466
329,6-9yo,1,1,-3.4349086,-1.1745758
329,6-9yo,2,1,-5.1940455,-2.4913995
329,6-9yo,3,1,7.0033674,0.42470115
329,6-9yo,4,1,7.49716,0.82981324
329,6-9yo,5,1,-1.0313094,6.7214713
329,6-9yo,6,1,-2.8124533,3.0299535
329,6-9yo,1,2,5.4420137,-1.4182191
329,6-9yo,2,2,-1.4266347,5.278268
329,6-9yo,3,2,-1.1223478,-1.3168186
329,6-9yo,4,2,-5.0773377,-2.247121
329,6-9yo,5,2,-1.9724218,-2.3332038
329,6-9yo,6,2,2.5964408,-0.6723015
329,6-9yo,1,3,-2.0356183,-1.7486663
329,6-9yo,2,3,6.2310624,-0.7403082
329,6-9yo,3,3,-2.689016,-3.1901774
329,6-9yo,4,3,0.66412956,-3.537741
329,6-9yo,5,3,7.227024,-1.4150767
329,6-9yo,6,3,-3.446336,-2.6589637
329,6-9yo,1,4,0.028513731,4.3414598
329,6-9yo,2,4,0.38961652,-2.0465615
329,6-9yo,3,4,-3.192005,4.082295
329,6-9yo,4,4,-3.0839496,4.955047
329,6-9yo,5,4,-4.223291,-2.9731903
329,6-9yo,6,4,3.6623487,0.30131215
253,6-9yo,1,1,-2.1646,6.301573
253,6-9yo,2,1,-2.8205955,-1.954828
253,6-9yo,3,1,8.989793,0.08165487
253,6-9yo,4,1,3.3663344,-0.3274465
253,6-9yo,5,1,-1.4509258,-2.8614616
253,6-9yo,6,1,-2.4070458,4.9846087
253,6-9yo,1,2,0.55942714,1.8650976
253,6-9yo,2,2,7.4906454,-4.4076843
253,6-9yo,3,2,-3.4235187,8.622184
253,6-9yo,4,2,-5.8011403,-6.8451104
253,6-9yo,5,2,4.73417,-1.3233802
253,6-9yo,6,2,5.496735,0.7252027
253,6-9yo,1,3,-7.1901717,-5.2813864
253,6-9yo,2,3,2.0178819,8.046885
253,6-9yo,3,3,-7.5480094,-4.830438
253,6-9yo,4,3,8.468519,0.3220203
253,6-9yo,5,3,0.93402433,3.8363063
253,6-9yo,6,3,-5.226843,-2.7450705
253,6-9yo,1,4,8.795346,-2.8852856
253,6-9yo,2,4,-6.687932,-1.684371
253,6-9yo,3,4,1.9817337,-3.8734004
253,6-9yo,4,4,-6.0337133,6.8505397
253,6-9yo,5,4,-4.2172675,0.3485347
253,6-9yo,6,4,2.1371558,-2.96474
268,6-9yo,1,1,8.038028,-0.032210167
268,6-9yo,2,1,-6.5053988,-3.8138793
268,6-9yo,3,1,-7.0203576,-4.9146495
268,6-9yo,4,1,0.90304434,6.253938
268,6-9yo,5,1,-2.321112,-5.4902344
268,6-9yo,6,1,8.97862,-0.21820605
268,6-9yo,1,2,-1.4861819,-3.8419778
268,6-9yo,2,2,-4.384259,3.4327474
268,6-9yo,3,2,-1.0111194,-0.95570916
268,6-9yo,4,2,-7.5325346,-3.3649065
268,6-9yo,5,2,-2.074192,6.6164765
268,6-9yo,6,2,-2.7337484,6.092058
268,6-9yo,1,3,-2.3426378,5.8161755
268,6-9yo,2,3,6.7069464,-4.498365
268,6-9yo,3,3,-3.5634978,6.8302116
268,6-9yo,4,3,-0.9630979,1.058786
268,6-9yo,5,3,7.7158055,-0.25002015
268,6-9yo,6,3,-6.4746404,-2.9775887
268,6-9yo,1,4,-4.2092066,-1.9419866
268,6-9yo,2,4,4.182714,4.8794985
268,6-9yo,3,4,11.594976,-0.95985526
268,6-9yo,4,4,7.5925865,-3.9478185
268,6-9yo,5,4,-3.3205006,-0.8762248
268,6-9yo,6,4,0.22977014,-2.896264
221,6-9yo,1,1,-5.517247,0.07498706
221,6-9yo,2,1,-2.7317152,-4.155863
221,6-9yo,3,1,-2.654206,4.3324604
221,6-9yo,4,1,-6.694902,-2.273148
221,6-9yo,5,1,0.98530304,-1.2747952
221,6-9yo,6,1,6.642217,-0.41313767
221,6-9yo,1,2,-4.0725384,-3.2257078
221,6-9yo,2,2,-6.3442335,-0.75677854
221,6-9yo,3,2,1.7704762,2.352912
221,6-9yo,4,2,-3.4018695,6.0999393
221,6-9yo,5,2,3.9879386,-0.64093953
221,6-9yo,6,2,-1.1217338,-3.9951642
221,6-9yo,1,3,2.260563,7.0660534
221,6-9yo,2,3,1.1425314,8.117918
221,6-9yo,3,3,-7.3690085,-4.001223
221,6-9yo,4,3,8.18164,2.0524213
221,6-9yo,5,3,-1.1064987,4.0647664
221,6-9yo,6,3,-1.3659455,5.944611
221,6-9yo,1,4,7.3292212,-3.915334
221,6-9yo,2,4,7.9334188,-3.2052772
221,6-9yo,3,4,8.25274,-2.684148
221,6-9yo,4,4,1.915132,-5.879215
221,6-9yo,5,4,-3.866741,-2.1490314
221,6-9yo,6,4,-4.1545386,-1.5363094
343,6-9yo,1,1,0.17464456,-4.185332
343,6-9yo,2,1,-3.8548887,0.6207244
343,6-9yo,3,1,5.591362,-3.5358877
343,6-9yo,4,1,-6.4663444,-4.8003445
343,6-9yo,5,1,8.173402,-1.7249023
343,6-9yo,6,1,-2.6850264,-0.055203658
343,6-9yo,1,2,-5.778632,7.4773903
343,6-9yo,2,2,7.538987,-0.8444165
343,6-9yo,3,2,-3.65556,0.46790627
343,6-9yo,4,2,7.3235774,2.0440521
343,6-9yo,5,2,-0.57738733,0.25240284
343,6-9yo,6,2,-3.1604147,-0.88678944
343,6-9yo,1,3,10.23341,1.9309705
343,6-9yo,2,3,-0.9200304,5.085133
343,6-9yo,3,3,2.1640058,5.4374285
343,6-9yo,4,3,4.2296243,-3.4336555
343,6-9yo,5,3,-5.7984805,-4.2217336
343,6-9yo,6,3,2.1277943,4.058768
343,6-9yo,1,4,-4.6294246,-5.2230287
343,6-9yo,2,4,-2.7640665,-4.861441
343,6-9yo,3,4,-4.0998077,-2.3694477
343,6-9yo,4,4,-5.086858,6.1899467
343,6-9yo,5,4,-1.7975341,5.6942344
343,6-9yo,6,4,3.7176473,-3.1167748
273,6-9yo,1,1,-1.9006045,6.320556
273,6-9yo,2,1,0.7257082,-3.6769602
273,6-9yo,3,1,-4.0548143,10.53684
273,6-9yo,4,1,-4.500463,11.02899
273,6-9yo,5,1,-5.740829,7.202024
273,6-9yo,6,1,-5.013566,-2.3458033
273,6-9yo,1,2,-5.7565265,-3.8958607
273,6-9yo,2,2,-1.3655162,8.347406
273,6-9yo,3,2,-6.376242,-1.4441137
273,6-9yo,4,2,2.1403337,-2.0299873
273,6-9yo,5,2,-2.3444028,-2.3161218
273,6-9yo,6,2,6.885175,-2.407481
273,6-9yo,1,3,11.526924,-1.2857823
273,6-9yo,2,3,-8.22006,-3.2462938
273,6-9yo,3,3,14.644826,-0.25440735
273,6-9yo,4,3,11.279162,-1.3012075
273,6-9yo,5,3,-2.6330855,-6.612364
273,6-9yo,6,3,-1.9685333,-2.108194
273,6-9yo,1,4,-3.8697925,-1.1389133
273,6-9yo,2,4,8.859869,-1.4241525
273,6-9yo,3,4,-4.213771,-8.83832
273,6-9yo,4,4,-8.919035,-7.6977983
273,6-9yo,5,4,10.718318,1.7264607
273,6-9yo,6,4,0.0969242,6.8614798
324,6-9yo,1,1,-4.5255527,-1.23834
