Subject,AgeGroup,Run,Item,PC1,PC2
324,6-9yo,3,1,-10.825362,1.764038
324,6-9yo,1,2,15.483908,-8.164813
324,6-9yo,2,2,15.481925,-2.4139035
324,6-9yo,3,2,-10.393824,-6.9635906
324,6-9yo,1,3,-11.189995,7.15953
324,6-9yo,2,3,4.1850057,-2.5635736
324,6-9yo,3,3,6.555466,15.974672
324,6-9yo,1,4,10.279813,8.899702
324,6-9yo,2,4,-14.747948,-7.384755
324,6-9yo,3,4,14.66372,-10.775123
289,6-9yo,1,1,-14.828973,17.740702
289,6-9yo,2,1,-4.5450716,18.387474
289,6-9yo,3,1,24.996992,-7.68459
289,6-9yo,1,2,-12.407611,-11.771265
289,6-9yo,2,2,-9.163501,-9.677739
289,6-9yo,3,2,-2.5217443,16.998463
289,6-9yo,1,3,2.9194536,-12.25286
289,6-9yo,2,3,-11.374784,-5.8521843
289,6-9yo,3,3,-18.001583,-14.288252
289,6-9yo,1,4,24.317135,6.283422
289,6-9yo,2,4,25.083351,-2.8575506
289,6-9yo,3,4,-4.47367,4.9743795
230,6-9yo,1,1,-13.499911,4.1020947
230,6-9yo,2,1,-9.7114315,13.238215
230,6-9yo,3,1,22.3517,-7.893865
230,6-9yo,1,2,-6.1218452,-11.278565
230,6-9yo,2,2,17.49817,4.0983152
230,6-9yo,3,2,4.0839953,16.631868
230,6-9yo,1,3,14.308859,-5.757663
230,6-9yo,2,3,-6.7785835,-6.8228974
230,6-9yo,3,3,-15.285798,-2.6811974
230,6-9yo,1,4,5.312905,12.934141
230,6-9yo,2,4,-1.0081578,-10.513634
230,6-9yo,3,4,-11.149879,-6.0568047
285,6-9yo,1,1,20.106264,-5.7619524
285,6-9yo,2,1,3.0844536,-6.914342
285,6-9yo,3,1,-8.768962,-8.152458
285,6-9yo,1,2,-5.827443,3.5990446
285,6-9yo,2,2,-15.09567,8.889646
285,6-9yo,3,2,-7.7253375,12.039873
285,6-9yo,1,3,3.2722926,8.39373
285,6-9yo,2,3,-6.570041,-7.6427813
285,6-9yo,3,3,17.522373,0.9448287
285,6-9yo,1,4,-17.551119,-6.2308197
285,6-9yo,2,4,18.581245,5.667476
285,6-9yo,3,4,-1.0280682,-4.8322453
294,6-9yo,1,1,10.637122,-6.0281053
294,6-9yo,2,1,-5.246142,-5.4255443
294,6-9yo,3,1,10.028296,-8.297925
294,6-9yo,1,2,-5.8036714,-2.0654364
294,6-9yo,2,2,-6.519062,10.7760935
294,6-9yo,3,2,-9.99645,-5.5203424
294,6-9yo,1,3,3.118784,10.522639
294,6-9yo,2,3,-6.6681976,-5.593897
294,6-9yo,3,3,4.7432013,9.87714
294,6-9yo,1,4,-7.9522333,-2.4290986
294,6-9yo,2,4,18.433403,0.24334496
294,6-9yo,3,4,-4.775047,3.9411263
345,6-9yo,1,1,-7.342879,14.307421
345,6-9yo,2,1,19.828146,1.651916
345,6-9yo,3,1,-6.890385,3.6580763
345,6-9yo,1,2,-5.754918,-11.742594
345,6-9yo,2,2,-15.637813,-5.4678097
345,6-9yo,3,2,14.272077,-6.7865105
345,6-9yo,1,3,-8.141709,-3.1297417
345,6-9yo,2,3,-5.9679995,16.143541
345,6-9yo,3,3,-11.646031,-6.8334327
345,6-9yo,1,4,21.239502,0.5649157
345,6-9yo,2,4,1.7776619,-12.3276415
345,6-9yo,3,4,4.264334,9.961873
239,10-12yo,1,1,-7.2620792,-8.798107
239,10-12yo,2,1,-12.293484,-9.766858
239,10-12yo,3,1,-5.295226,15.856099
239,10-12yo,1,2,18.783115,0.10250771
239,10-12yo,2,2,-3.1573358,-1.6294527
239,10-12yo,3,2,15.334062,-0.5851608
239,10-12yo,1,3,-4.507001,-1.9252516
239,10-12yo,2,3,-3.921758,14.852945
239,10-12yo,3,3,-12.262422,-8.759541
239,10-12yo,1,4,-7.0140395,10.620849
239,10-12yo,2,4,19.37258,-3.4566305
239,10-12yo,3,4,2.2235854,-6.5114045
247,10-12yo,1,1,-18.86903,-8.424652
247,10-12yo,2,1,5.9286113,-4.098808
247,10-12yo,3,1,-13.565988,-11.111752
247,10-12yo,1,2,-21.73873,6.6219034
247,10-12yo,2,2,-10.881731,10.852852
247,10-12yo,3,2,-8.9696665,6.534612
247,10-12yo,1,3,22.702366,-9.858749
247,10-12yo,2,3,16.166794,2.4345946
247,10-12yo,3,3,18.496826,-7.650765
247,10-12yo,1,4,17.905392,11.661503
247,10-12yo,2,4,-11.213671,-9.188642
247,10-12yo,3,4,4.0388246,12.227898
220,10-12yo,1,1,-0.5137671,12.844413
220,10-12yo,2,1,-7.192642,-10.178195
220,10-12yo,3,1,0.21307567,14.625231
220,10-12yo,1,2,16.901108,-3.6638913
220,10-12yo,2,2,-6.524142,-2.7970734
220,10-12yo,3,2,19.258196,-2.3485863
220,10-12yo,1,3,-11.758252,-3.6505625
220,10-12yo,2,3,18.16246,-1.4938335
220,10-12yo,3,3,-2.939694,-11.83347
220,10-12yo,1,4,-4.629084,-5.529957
220,10-12yo,2,4,-4.445676,14.469104
220,10-12yo,3,4,-16.531586,-0.4431799
243,10-12yo,1,1,-3.1707644,15.520931
243,10-12yo,2,1,15.0066395,-10.926029
243,10-12yo,3,1,-7.5444565,16.586805
243,10-12yo,1,2,-16.361591,-5.1439495
243,10-12yo,2,2,-8.780631,0.1074558
243,10-12yo,3,2,23.610044,1.3222159
243,10-12yo,1,3,2.545596,-9.786011
243,10-12yo,2,3,-14.147768,-3.5888617
243,10-12yo,3,3,-0.6230784,-12.324331
243,10-12yo,1,4,16.986765,-0.5909761
243,10-12yo,2,4,7.9217577,14.407442
243,10-12yo,3,4,-15.442507,-5.5846953
281,10-12yo,1,1,9.5925665,-10.712233
281,10-12yo,2,1,-4.8591247,4.971467
281,10-12yo,3,1,-2.5677538,-11.782925
281,10-12yo,1,2,-13.737127,-10.021093
281,10-12yo,2,2,-1.4510171,13.518871
281,10-12yo,3,2,-15.811647,-2.6196022
281,10-12yo,1,3,16.783476,7.7200837
281,10-12yo,2,3,18.985214,-6.019944
281,10-12yo,3,3,-3.497521,15.242062
281,10-12yo,1,4,-12.638908,13.013244
281,10-12yo,2,4,-12.675067,-12.470391
281,10-12yo,3,4,21.876923,-0.8395359
251,10-12yo,1,1,-12.478231,-9.870975
251,10-12yo,2,1,2.1763344,-4.5649633
251,10-12yo,3,1,-9.878338,-11.568721
251,10-12yo,1,2,-7.125671,1.8598205
251,10-12yo,2,2,-10.337535,-13.669328
251,10-12yo,3,2,-1.5215298,18.398584
251,10-12yo,1,3,0.31262267,13.934877
251,10-12yo,2,3,-11.425481,15.752583
251,10-12yo,3,3,23.520308,-4.743632
251,10-12yo,1,4,19.29128,-5.9237227
251,10-12yo,2,4,19.586687,2.4817138
251,10-12yo,3,4,-12.120444,-2.0862255
322,10-12yo,1,1,1.2390652,12.30911
322,10-12yo,2,1,1.9454767,-3.1070204
322,10-12yo,3,1,16.26347,-11.398029
322,10-12yo,1,2,-2.349238,3.7481468
322,10-12yo,2,2,21.718779,-0.10394375
322,10-12yo,3,2,-7.7586226,-0.741033
322,10-12yo,1,3,15.361413,-7.945331
322,10-12yo,2,3,-13.35655,-13.578829
322,10-12yo,3,3,-15.120942,-4.5686445
