,subject,age_group,run,path,func_path
97,329,6-9yo,2,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_329/moshiGO_329_run-2_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_329/moshiGO_329_run-2_pca12_varExpl.nii.gz
98,329,6-9yo,3,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_329/moshiGO_329_run-3_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_329/moshiGO_329_run-3_pca12_varExpl.nii.gz
99,329,6-9yo,4,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_329/moshiGO_329_run-4_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_329/moshiGO_329_run-4_pca12_varExpl.nii.gz
100,329,6-9yo,5,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_329/moshiGO_329_run-5_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_329/moshiGO_329_run-5_pca12_varExpl.nii.gz
101,329,6-9yo,6,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_329/moshiGO_329_run-6_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_329/moshiGO_329_run-6_pca12_varExpl.nii.gz
102,253,6-9yo,1,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_253/moshiGO_253_run-1_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_253/moshiGO_253_run-1_pca12_varExpl.nii.gz
103,253,6-9yo,2,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_253/moshiGO_253_run-2_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_253/moshiGO_253_run-2_pca12_varExpl.nii.gz
104,253,6-9yo,3,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_253/moshiGO_253_run-3_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_253/moshiGO_253_run-3_pca12_varExpl.nii.gz
105,253,6-9yo,4,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_253/moshiGO_253_run-4_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_253/moshiGO_253_run-4_pca12_varExpl.nii.gz
106,253,6-9yo,5,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_253/moshiGO_253_run-5_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_253/moshiGO_253_run-5_pca12_varExpl.nii.gz
107,253,6-9yo,6,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_253/moshiGO_253_run-6_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_253/moshiGO_253_run-6_pca12_varExpl.nii.gz
108,268,6-9yo,1,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_268/moshiGO_268_run-1_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_268/moshiGO_268_run-1_pca12_varExpl.nii.gz
109,268,6-9yo,2,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_268/moshiGO_268_run-2_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_268/moshiGO_268_run-2_pca12_varExpl.nii.gz
110,268,6-9yo,3,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_268/moshiGO_268_run-3_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_268/moshiGO_268_run-3_pca12_varExpl.nii.gz
111,268,6-9yo,4,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_268/moshiGO_268_run-4_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_268/moshiGO_268_run-4_pca12_varExpl.nii.gz
112,268,6-9yo,5,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_268/moshiGO_268_run-5_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_268/moshiGO_268_run-5_pca12_varExpl.nii.gz
113,268,6-9yo,6,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_268/moshiGO_268_run-6_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_268/moshiGO_268_run-6_pca12_varExpl.nii.gz
114,221,6-9yo,1,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_221/moshiGO_221_run-1_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_221/moshiGO_221_run-1_pca12_varExpl.nii.gz
115,221,6-9yo,2,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_221/moshiGO_221_run-2_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_221/moshiGO_221_run-2_pca12_varExpl.nii.gz
116,221,6-9yo,3,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_221/moshiGO_221_run-3_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_221/moshiGO_221_run-3_pca12_varExpl.nii.gz
117,221,6-9yo,4,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_221/moshiGO_221_run-4_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_221/moshiGO_221_run-4_pca12_varExpl.nii.gz
118,221,6-9yo,5,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_221/moshiGO_221_run-5_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_221/moshiGO_221_run-5_pca12_varExpl.nii.gz
119,221,6-9yo,6,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_221/moshiGO_221_run-6_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_221/moshiGO_221_run-6_pca12_varExpl.nii.gz
120,343,6-9yo,1,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_343/moshiGO_343_run-1_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_343/moshiGO_343_run-1_pca12_varExpl.nii.gz
121,343,6-9yo,2,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_343/moshiGO_343_run-2_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_343/moshiGO_343_run-2_pca12_varExpl.nii.gz
122,343,6-9yo,3,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_343/moshiGO_343_run-3_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_343/moshiGO_343_run-3_pca12_varExpl.nii.gz
123,343,6-9yo,4,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_343/moshiGO_343_run-4_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_343/moshiGO_343_run-4_pca12_varExpl.nii.gz
124,343,6-9yo,5,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_343/moshiGO_343_run-5_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_343/moshiGO_343_run-5_pca12_varExpl.nii.gz
125,343,6-9yo,6,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_343/moshiGO_343_run-6_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_343/moshiGO_343_run-6_pca12_varExpl.nii.gz
126,273,6-9yo,1,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_273/moshiGO_273_run-1_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_273/moshiGO_273_run-1_pca12_varExpl.nii.gz
127,273,6-9yo,2,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_273/moshiGO_273_run-2_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_273/moshiGO_273_run-2_pca12_varExpl.nii.gz
128,273,6-9yo,3,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_273/moshiGO_273_run-3_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_273/moshiGO_273_run-3_pca12_varExpl.nii.gz
129,273,6-9yo,4,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_273/moshiGO_273_run-4_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_273/moshiGO_273_run-4_pca12_varExpl.nii.gz
130,273,6-9yo,5,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_273/moshiGO_273_run-5_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_273/moshiGO_273_run-5_pca12_varExpl.nii.gz
131,273,6-9yo,6,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_273/moshiGO_273_run-6_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_273/moshiGO_273_run-6_pca12_varExpl.nii.gz
132,324,6-9yo,1,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_324/moshiGO_324_run-1_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_324/moshiGO_324_run-1_pca12_varExpl.nii.gz
133,324,6-9yo,2,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_324/moshiGO_324_run-2_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_324/moshiGO_324_run-2_pca12_varExpl.nii.gz
134,324,6-9yo,3,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_324/moshiGO_324_run-3_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_324/moshiGO_324_run-3_pca12_varExpl.nii.gz
135,324,6-9yo,4,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_324/moshiGO_324_run-4_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_324/moshiGO_324_run-4_pca12_varExpl.nii.gz
136,324,6-9yo,5,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_324/moshiGO_324_run-5_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_324/moshiGO_324_run-5_pca12_varExpl.nii.gz
137,324,6-9yo,6,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_324/moshiGO_324_run-6_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_324/moshiGO_324_run-6_pca12_varExpl.nii.gz
138,239,10-12yo,1,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_239/moshiGO_239_run-1_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_239/moshiGO_239_run-1_pca12_varExpl.nii.gz
139,239,10-12yo,2,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_239/moshiGO_239_run-2_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_239/moshiGO_239_run-2_pca12_varExpl.nii.gz
140,239,10-12yo,3,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_239/moshiGO_239_run-3_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_239/moshiGO_239_run-3_pca12_varExpl.nii.gz
141,239,10-12yo,4,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_239/moshiGO_239_run-4_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_239/moshiGO_239_run-4_pca12_varExpl.nii.gz
142,239,10-12yo,5,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_239/moshiGO_239_run-5_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_239/moshiGO_239_run-5_pca12_varExpl.nii.gz
143,239,10-12yo,6,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_239/moshiGO_239_run-6_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_239/moshiGO_239_run-6_pca12_varExpl.nii.gz
144,247,10-12yo,1,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_247/moshiGO_247_run-1_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_247/moshiGO_247_run-1_pca12_varExpl.nii.gz
145,247,10-12yo,2,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_247/moshiGO_247_run-2_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_247/moshiGO_247_run-2_pca12_varExpl.nii.gz
146,247,10-12yo,3,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_247/moshiGO_247_run-3_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_247/moshiGO_247_run-3_pca12_varExpl.nii.gz
147,247,10-12yo,4,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_247/moshiGO_247_run-4_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_247/moshiGO_247_run-4_pca12_varExpl.nii.gz
148,247,10-12yo,5,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_247/moshiGO_247_run-5_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_247/moshiGO_247_run-5_pca12_varExpl.nii.gz
149,247,10-12yo,6,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_247/moshiGO_247_run-6_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_247/moshiGO_247_run-6_pca12_varExpl.nii.gz
150,220,10-12yo,1,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_220/moshiGO_220_run-1_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_220/moshiGO_220_run-1_pca12_varExpl.nii.gz
151,220,10-12yo,2,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_220/moshiGO_220_run-2_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_220/moshiGO_220_run-2_pca12_varExpl.nii.gz
152,220,10-12yo,3,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_220/moshiGO_220_run-3_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_220/moshiGO_220_run-3_pca12_varExpl.nii.gz
153,220,10-12yo,4,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_220/moshiGO_220_run-4_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_220/moshiGO_220_run-4_pca12_varExpl.nii.gz
154,220,10-12yo,5,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_220/moshiGO_220_run-5_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_220/moshiGO_220_run-5_pca12_varExpl.nii.gz
155,220,10-12yo,6,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_220/moshiGO_220_run-6_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_220/moshiGO_220_run-6_pca12_varExpl.nii.gz
156,243,10-12yo,1,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_243/moshiGO_243_run-1_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_243/moshiGO_243_run-1_pca12_varExpl.nii.gz
157,243,10-12yo,2,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_243/moshiGO_243_run-2_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_243/moshiGO_243_run-2_pca12_varExpl.nii.gz
158,243,10-12yo,3,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_243/moshiGO_243_run-3_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_243/moshiGO_243_run-3_pca12_varExpl.nii.gz
159,243,10-12yo,4,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_243/moshiGO_243_run-4_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_243/moshiGO_243_run-4_pca12_varExpl.nii.gz
160,243,10-12yo,5,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_243/moshiGO_243_run-5_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_243/moshiGO_243_run-5_pca12_varExpl.nii.gz
161,243,10-12yo,6,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_243/moshiGO_243_run-6_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_243/moshiGO_243_run-6_pca12_varExpl.nii.gz
162,281,10-12yo,1,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_281/moshiGO_281_run-1_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_281/moshiGO_281_run-1_pca12_varExpl.nii.gz
163,281,10-12yo,2,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_281/moshiGO_281_run-2_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_281/moshiGO_281_run-2_pca12_varExpl.nii.gz
164,281,10-12yo,3,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_281/moshiGO_281_run-3_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_281/moshiGO_281_run-3_pca12_varExpl.nii.gz
165,281,10-12yo,4,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_281/moshiGO_281_run-4_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_281/moshiGO_281_run-4_pca12_varExpl.nii.gz
166,281,10-12yo,5,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_281/moshiGO_281_run-5_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_281/moshiGO_281_run-5_pca12_varExpl.nii.gz
167,281,10-12yo,6,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_281/moshiGO_281_run-6_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_281/moshiGO_281_run-6_pca12_varExpl.nii.gz
168,251,10-12yo,1,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_251/moshiGO_251_run-1_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_251/moshiGO_251_run-1_pca12_varExpl.nii.gz
169,251,10-12yo,2,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_251/moshiGO_251_run-2_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_251/moshiGO_251_run-2_pca12_varExpl.nii.gz
170,251,10-12yo,3,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_251/moshiGO_251_run-3_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_251/moshiGO_251_run-3_pca12_varExpl.nii.gz
171,251,10-12yo,4,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_251/moshiGO_251_run-4_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_251/moshiGO_251_run-4_pca12_varExpl.nii.gz
172,251,10-12yo,5,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_251/moshiGO_251_run-5_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_251/moshiGO_251_run-5_pca12_varExpl.nii.gz
173,251,10-12yo,6,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_251/moshiGO_251_run-6_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_251/moshiGO_251_run-6_pca12_varExpl.nii.gz
174,322,10-12yo,1,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_322/moshiGO_322_run-1_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_322/moshiGO_322_run-1_pca12_varExpl.nii.gz
175,322,10-12yo,2,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_322/moshiGO_322_run-2_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_322/moshiGO_322_run-2_pca12_varExpl.nii.gz
176,322,10-12yo,3,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_322/moshiGO_322_run-3_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_322/moshiGO_322_run-3_pca12_varExpl.nii.gz
177,322,10-12yo,4,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_322/moshiGO_322_run-4_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_322/moshiGO_322_run-4_pca12_varExpl.nii.gz
178,322,10-12yo,5,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_322/moshiGO_322_run-5_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_322/moshiGO_322_run-5_pca12_varExpl.nii.gz
179,322,10-12yo,6,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_322/moshiGO_322_run-6_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_322/moshiGO_322_run-6_pca12_varExpl.nii.gz
180,327,10-12yo,1,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_327/moshiGO_327_run-1_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_327/moshiGO_327_run-1_pca12_varExpl.nii.gz
181,327,10-12yo,2,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_327/moshiGO_327_run-2_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_327/moshiGO_327_run-2_pca12_varExpl.nii.gz
182,327,10-12yo,3,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_327/moshiGO_327_run-3_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_327/moshiGO_327_run-3_pca12_varExpl.nii.gz
183,327,10-12yo,4,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_327/moshiGO_327_run-4_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_327/moshiGO_327_run-4_pca12_varExpl.nii.gz
184,327,10-12yo,5,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_327/moshiGO_327_run-5_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_327/moshiGO_327_run-5_pca12_varExpl.nii.gz
185,327,10-12yo,6,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_327/moshiGO_327_run-6_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_327/moshiGO_327_run-6_pca12_varExpl.nii.gz
186,314,10-12yo,1,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_314/moshiGO_314_run-1_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_314/moshiGO_314_run-1_pca12_varExpl.nii.gz
187,314,10-12yo,2,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_314/moshiGO_314_run-2_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_314/moshiGO_314_run-2_pca12_varExpl.nii.gz
188,314,10-12yo,3,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_314/moshiGO_314_run-3_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_314/moshiGO_314_run-3_pca12_varExpl.nii.gz
189,314,10-12yo,4,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_314/moshiGO_314_run-4_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_314/moshiGO_314_run-4_pca12_varExpl.nii.gz
190,314,10-12yo,5,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_314/moshiGO_314_run-5_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_314/moshiGO_314_run-5_pca12_varExpl.nii.gz
191,314,10-12yo,6,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_314/moshiGO_314_run-6_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_314/moshiGO_314_run-6_pca12_varExpl.nii.gz
192,336,10-12yo,1,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_336/moshiGO_336_run-1_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_336/moshiGO_336_run-1_pca12_varExpl.nii.gz
193,336,10-12yo,2,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_336/moshiGO_336_run-2_pca12_varExpl_MNI_nn_dilated.nii.gz,/scratch/09123/ofriend/moshi/pca_sl/results/moshiGO_336/moshiGO_336_run-2_pca12_varExpl.nii.gz
