Subject,AgeGroup,Run,Item,PC1,PC2
279,6-9yo,6,2,-0.046179473,-0.8002418
279,6-9yo,1,3,0.086414315,-3.4881418
279,6-9yo,2,3,7.0091105,-2.6575637
279,6-9yo,3,3,-3.954144,-5.2289896
279,6-9yo,4,3,8.145537,1.8192827
279,6-9yo,5,3,-0.42044127,-1.4005134
279,6-9yo,6,3,8.397599,-1.2330894
279,6-9yo,1,4,-5.0426893,-2.1616158
279,6-9yo,2,4,-4.8064866,-2.815919
279,6-9yo,3,4,6.883031,-2.6774054
279,6-9yo,4,4,1.0796409,-5.061897
279,6-9yo,5,4,-5.187071,-1.6616993
279,6-9yo,6,4,-2.1565244,5.6741476
282,6-9yo,1,1,-4.9448943,3.8387125
282,6-9yo,2,1,5.020274,-2.0002458
282,6-9yo,3,1,3.113819,-5.2636423
282,6-9yo,4,1,-35.67789,29.090096
282,6-9yo,5,1,-2.3311365,-2.4157865
282,6-9yo,6,1,-4.215011,-3.0934815
282,6-9yo,1,2,5.0520616,3.1276941
282,6-9yo,2,2,-1.6977291,4.700869
282,6-9yo,3,2,-4.02601,5.2923026
282,6-9yo,4,2,68.27662,8.121157
282,6-9yo,5,2,0.668447,-3.8594143
282,6-9yo,6,2,6.057067,-2.632121
282,6-9yo,1,3,4.931316,-3.2016091
282,6-9yo,2,3,-4.410618,-3.8120093
282,6-9yo,3,3,-7.240718,-2.464042
282,6-9yo,4,3,2.5624564,-21.869665
282,6-9yo,5,3,6.54122,2.4135427
282,6-9yo,6,3,1.9906482,4.2670293
282,6-9yo,1,4,-5.0384846,-3.7647974
282,6-9yo,2,4,1.0880731,1.1113851
282,6-9yo,3,4,8.15291,2.4353817
282,6-9yo,4,4,-35.16119,-15.341587
282,6-9yo,5,4,-4.878531,3.8616588
282,6-9yo,6,4,-3.8327043,1.4585737
350,6-9yo,1,1,-1.0720636,-1.2425325
350,6-9yo,2,1,-2.6625328,5.064669
350,6-9yo,3,1,9.180521,-1.0608394
350,6-9yo,4,1,9.798783,-0.6291961
350,6-9yo,5,1,2.7935245,7.5869317
350,6-9yo,6,1,-6.259117,0.78532904
350,6-9yo,1,2,-3.0414143,-1.5979234
350,6-9yo,2,2,-0.4540629,1.0697068
350,6-9yo,3,2,-0.8340808,-4.816242
350,6-9yo,4,2,-9.267168,-2.1162486
350,6-9yo,5,2,-3.2898176,0.2523414
350,6-9yo,6,2,9.007132,-1.1223507
350,6-9yo,1,3,-2.4179773,2.764904
350,6-9yo,2,3,-5.70111,-4.687826
350,6-9yo,3,3,-1.1201689,7.892319
350,6-9yo,4,3,0.68883425,-5.2876434
350,6-9yo,5,3,7.28198,-5.228941
350,6-9yo,6,3,-2.9355104,-4.7907147
350,6-9yo,1,4,6.531455,0.07555048
350,6-9yo,2,4,8.817706,-1.44655
350,6-9yo,3,4,-7.226271,-2.0152376
350,6-9yo,4,4,-1.2204485,8.033088
350,6-9yo,5,4,-6.7856865,-2.6103325
350,6-9yo,6,4,0.18749663,5.127738
212,6-9yo,1,1,7.4153113,-1.4940624
212,6-9yo,2,1,8.628811,0.39585245
212,6-9yo,3,1,2.1954832,6.3633575
212,6-9yo,4,1,2.671728,7.198894
212,6-9yo,5,1,-4.1333437,-4.9917483
212,6-9yo,6,1,7.3839855,-4.496029
212,6-9yo,1,2,-4.4262214,-4.15181
212,6-9yo,2,2,-3.1393766,-5.5174456
212,6-9yo,3,2,-5.1106157,-2.4287994
212,6-9yo,4,2,8.215648,-4.907683
212,6-9yo,5,2,-4.6280875,6.111647
212,6-9yo,6,2,1.7876573,7.5790396
212,6-9yo,1,3,-1.9225245,1.4909728
212,6-9yo,2,3,-3.743708,5.9040475
212,6-9yo,3,3,6.0434494,-4.2185826
212,6-9yo,4,3,-6.893033,-4.1171803
212,6-9yo,5,3,7.023099,1.8164268
212,6-9yo,6,3,-2.5568094,-0.18326946
212,6-9yo,1,4,-1.0665634,4.1549006
212,6-9yo,2,4,-1.7457259,-0.78245586
212,6-9yo,3,4,-3.1283174,0.28402334
212,6-9yo,4,4,-3.9943411,1.8259711
212,6-9yo,5,4,1.7383331,-2.9363256
212,6-9yo,6,4,-6.614837,-2.8997407
240,6-9yo,1,1,-4.976252,-1.1159872
240,6-9yo,2,1,11.0119295,-1.3581276
240,6-9yo,3,1,12.9712105,1.4707987
240,6-9yo,4,1,-11.183222,14.597129
240,6-9yo,5,1,1.7934258,4.056543
240,6-9yo,6,1,-2.8977585,5.3422527
240,6-9yo,1,2,-2.085167,7.553747
240,6-9yo,2,2,-4.859898,-0.3152345
240,6-9yo,3,2,3.6053061,-7.973504
240,6-9yo,4,2,30.916595,3.0659714
240,6-9yo,5,2,-4.296966,1.6285514
240,6-9yo,6,2,9.3122425,0.119682886
240,6-9yo,1,3,11.643341,-1.1894983
240,6-9yo,2,3,-4.367938,-6.350625
240,6-9yo,3,3,-11.916567,-5.508242
240,6-9yo,4,3,2.7719426,-13.018032
240,6-9yo,5,3,-2.763576,-3.6941764
240,6-9yo,6,3,-2.5522404,-5.1368446
240,6-9yo,1,4,-4.581922,-5.24826
240,6-9yo,2,4,-1.7840925,8.02399
240,6-9yo,3,4,-4.6599526,12.010949
240,6-9yo,4,4,-22.505304,-4.6450734
240,6-9yo,5,4,5.267119,-1.9909198
240,6-9yo,6,4,-3.862242,-0.32509178
262,6-9yo,1,1,-2.4559815,-2.9278045
262,6-9yo,2,1,-2.6203437,4.754785
262,6-9yo,3,1,-1.0791436,-5.7649174
262,6-9yo,4,1,-9.46338,1.6157713
262,6-9yo,5,1,-1.3026311,7.147756
262,6-9yo,6,1,8.847918,-1.1894299
262,6-9yo,1,2,7.256698,0.6964413
262,6-9yo,2,2,-4.0156164,-4.0912323
262,6-9yo,3,2,-6.915824,5.823381
262,6-9yo,4,2,10.911846,-2.248076
262,6-9yo,5,2,-0.8091178,0.1481469
262,6-9yo,6,2,-6.209593,-6.6826887
262,6-9yo,1,3,-4.13392,3.102465
262,6-9yo,2,3,9.628733,-0.47185415
262,6-9yo,3,3,10.311694,2.6857572
262,6-9yo,4,3,2.684148,6.2250047
262,6-9yo,5,3,9.153512,-2.589969
262,6-9yo,6,3,1.6252024,0.43985045
262,6-9yo,1,4,-0.66679573,-0.8711013
262,6-9yo,2,4,-2.9927726,-0.19169903
262,6-9yo,3,4,-2.3167262,-2.7442186
262,6-9yo,4,4,-4.132616,-5.5927
262,6-9yo,5,4,-7.041764,-4.705934
262,6-9yo,6,4,-4.2635245,7.4322658
297,6-9yo,1,1,-1.8218987,5.666099
297,6-9yo,2,1,-4.5542483,1.3191165
297,6-9yo,3,1,-6.0135746,-1.2926443
297,6-9yo,4,1,-8.0841875,-2.9787483
297,6-9yo,5,1,-8.626157,-1.3643088
297,6-9yo,6,1,-4.626997,-2.7968202
297,6-9yo,1,2,-1.072754,1.0275884
297,6-9yo,2,2,-6.35594,-7.8202047
297,6-9yo,3,2,-0.89879256,5.594171
297,6-9yo,4,2,-2.7959309,0.20283553
297,6-9yo,5,2,-7.6737423,-1.8326944
297,6-9yo,6,2,10.79898,-2.495861
297,6-9yo,1,3,11.032121,-2.2454457
297,6-9yo,2,3,13.718744,-1.5391806
297,6-9yo,3,3,6.6768513,-0.26894018
297,6-9yo,4,3,1.6841725,6.5285206
297,6-9yo,5,3,3.631107,7.339773
297,6-9yo,6,3,-7.0724688,-1.1596556
297,6-9yo,1,4,-8.137467,-4.448243
297,6-9yo,2,4,-2.808557,8.040261
297,6-9yo,3,4,0.23551561,-4.0325866
297,6-9yo,4,4,9.195947,-3.7526093
297,6-9yo,5,4,12.668789,-4.1427693
297,6-9yo,6,4,0.900488,6.452336
280,6-9yo,1,1,-2.8744211,0.09917549
280,6-9yo,2,1,-3.5592687,3.6624532
280,6-9yo,3,1,5.093839,1.9677435
280,6-9yo,4,1,-4.911566,0.113323264
280,6-9yo,5,1,1.8623011,4.3951526
280,6-9yo,6,1,-0.5561378,-1.0416434
280,6-9yo,1,2,4.45303,-3.022655
280,6-9yo,2,2,1.1797822,-2.7262402
280,6-9yo,3,2,-0.59747326,-3.2290807
280,6-9yo,4,2,7.6744747,-4.5850897
280,6-9yo,5,2,-4.518773,1.3056853
280,6-9yo,6,2,2.9795356,-1.2922723
280,6-9yo,1,3,2.3325424,4.032742
280,6-9yo,2,3,-3.0911386,-2.4964116
280,6-9yo,3,3,-4.0008144,3.2315993
280,6-9yo,4,3,3.5731907,6.466486
280,6-9yo,5,3,-1.9012796,-3.668971
280,6-9yo,6,3,-2.8549602,-0.68882674
280,6-9yo,1,4,-3.9111507,-1.1092643
280,6-9yo,2,4,5.4706287,1.5601988
280,6-9yo,3,4,-0.49555132,-1.9702623
280,6-9yo,4,4,-6.336102,-1.9947218
280,6-9yo,5,4,4.55775,-2.0318668
280,6-9yo,6,4,0.4315619,3.0227435
329,6-9yo,1,1,-2.85681,4.8170795
329,6-9yo,2,1,-4.067878,-4.302827
329,6-9yo,3,1,7.3654847,0.78114974
329,6-9yo,4,1,8.180828,-1.1937535
329,6-9yo,5,1,-1.2121716,6.813101
329,6-9yo,6,1,3.0044549,-2.7705336
329,6-9yo,1,2,6.1799946,-1.3935951
329,6-9yo,2,2,-3.7087197,6.0250483
329,6-9yo,3,2,-1.3573037,-4.501718
329,6-9yo,4,2,-5.151209,0.63735604
329,6-9yo,5,2,-2.811953,-2.6472976
329,6-9yo,6,2,-3.375975,-2.5919619
329,6-9yo,1,3,-4.7476406,-4.4151134
329,6-9yo,2,3,7.22673,0.86699975
329,6-9yo,3,3,-2.8742883,-0.7853694
329,6-9yo,4,3,-0.064735144,5.0682526
329,6-9yo,5,3,8.96811,-1.4218633
329,6-9yo,6,3,4.6986613,2.5236335
329,6-9yo,1,4,1.424455,0.9916286
329,6-9yo,2,4,0.54986835,-2.589221
329,6-9yo,3,4,-3.133893,4.5059366
329,6-9yo,4,4,-2.9648862,-4.511856
329,6-9yo,5,4,-4.943986,-2.7439392
329,6-9yo,6,4,-4.32714,2.838861
253,6-9yo,1,1,-2.7393868,6.3251333
253,6-9yo,2,1,2.4589543,-2.0247567
253,6-9yo,3,1,-7.783049,-3.227689
253,6-9yo,4,1,3.3298945,0.09626089
253,6-9yo,5,1,-1.6994611,-2.9165118
253,6-9yo,6,1,1.9490691,5.8135066
253,6-9yo,1,2,0.73317343,1.8367345
253,6-9yo,2,2,-7.6411552,-4.871959
253,6-9yo,3,2,-1.058974,9.9998455
253,6-9yo,4,2,-5.948066,7.3204365
253,6-9yo,5,2,5.435253,-1.580973
253,6-9yo,6,2,-6.498847,-1.9588782
253,6-9yo,1,3,-6.9924254,-5.592251
253,6-9yo,2,3,-2.5994158,8.276268
253,6-9yo,3,3,9.635322,-1.9085937
253,6-9yo,4,3,9.613735,-0.5215207
253,6-9yo,5,3,0.41180405,4.888856
253,6-9yo,6,3,7.7600327,-3.3213081
253,6-9yo,1,4,8.998637,-2.5696175
253,6-9yo,2,4,7.781615,-1.3795501
253,6-9yo,3,4,-0.7932958,-4.8635616
253,6-9yo,4,4,-6.995565,-6.8951783
253,6-9yo,5,4,-4.147598,-0.39137104
253,6-9yo,6,4,-3.210253,-0.53332025
268,6-9yo,1,1,8.573544,0.040785145
268,6-9yo,2,1,6.815213,2.041921
268,6-9yo,3,1,-6.8053603,-4.606801
268,6-9yo,4,1,-0.5272988,3.8344796
268,6-9yo,5,1,-2.6507866,-5.4685183
268,6-9yo,6,1,10.061253,-0.35049582
268,6-9yo,1,2,-2.103459,-3.4342284
268,6-9yo,2,2,4.55409,-2.6189094
268,6-9yo,3,2,-0.79739743,-2.3648894
268,6-9yo,4,2,8.207437,-3.8889954
268,6-9yo,5,2,-1.709473,6.8507648
268,6-9yo,6,2,-3.853394,6.0066595
268,6-9yo,1,3,-2.8028955,5.635775
268,6-9yo,2,3,-5.570373,5.9353566
268,6-9yo,3,3,-4.0377717,7.2961264
268,6-9yo,4,3,-0.26821515,4.8076787
268,6-9yo,5,3,7.950374,-0.671298
268,6-9yo,6,3,-6.2142253,-4.293557
268,6-9yo,1,4,-3.66719,-2.2423315
268,6-9yo,2,4,-5.798928,-5.3583665
268,6-9yo,3,4,11.640531,-0.3244361
268,6-9yo,4,4,-7.4119205,-4.7531633
268,6-9yo,5,4,-3.5901136,-0.71094906
268,6-9yo,6,4,0.0063681034,-1.3626072
221,6-9yo,1,1,-4.511251,-0.96427006
221,6-9yo,2,1,-5.8051558,-2.223477
221,6-9yo,3,1,-2.5586627,2.0465724
221,6-9yo,4,1,-7.278167,-3.8159337
221,6-9yo,5,1,0.82034504,-0.640775
221,6-9yo,6,1,-5.8102818,4.8653584
221,6-9yo,1,2,-4.450667,-4.049543
221,6-9yo,2,2,-1.0167115,-5.2727613
221,6-9yo,3,2,1.9597104,4.8133
221,6-9yo,4,2,-2.8119,7.398012
221,6-9yo,5,2,4.719772,0.021708073
221,6-9yo,6,2,7.0832214,3.0095413
221,6-9yo,1,3,0.49107763,8.126114
221,6-9yo,2,3,9.72504,0.27671212
221,6-9yo,3,3,-7.4927554,-3.2925029
221,6-9yo,4,3,7.321449,0.6472637
221,6-9yo,5,3,-2.4928176,4.1654687
221,6-9yo,6,3,-2.4178324,-4.481893
221,6-9yo,1,4,8.470841,-3.1122985
221,6-9yo,2,4,-2.9031742,7.219528
221,6-9yo,3,4,8.091706,-3.5673685
221,6-9yo,4,4,2.768618,-4.229344
221,6-9yo,5,4,-3.0473006,-3.5464015
221,6-9yo,6,4,1.1448907,-3.3930092
343,6-9yo,1,1,-1.8931956,3.5093126
343,6-9yo,2,1,-4.672667,0.64754486
343,6-9yo,3,1,6.774469,1.7497122
343,6-9yo,4,1,9.398784,-3.8442335
343,6-9yo,5,1,7.888574,-1.7314212
343,6-9yo,6,1,-0.27499607,-1.6035317
343,6-9yo,1,2,9.6828165,-4.3853817
343,6-9yo,2,2,7.745653,-2.1839538
343,6-9yo,3,2,-4.591785,-3.751758
343,6-9yo,4,2,-8.340195,0.35354397
343,6-9yo,5,2,-0.26947093,-0.9012194
