Subject,AgeGroup,Run,Item,PC1,PC2,PC3
350,6-9yo,1,3,-3.6687229,-3.8108904,-0.5699151
350,6-9yo,2,3,-5.94276,-4.20081,0.12224687
350,6-9yo,3,3,-2.042539,3.130372,3.3560371
350,6-9yo,4,3,3.4179337,8.155162,-0.34168926
350,6-9yo,5,3,8.175804,1.1528772,-1.7332321
350,6-9yo,6,3,-7.1052523,-4.843396,-0.88764846
350,6-9yo,1,4,-2.9717188,4.3266797,0.22164425
350,6-9yo,2,4,-1.3982785,4.781846,-2.0672162
350,6-9yo,3,4,-5.6828823,-3.6814163,-1.4338388
350,6-9yo,4,4,-7.223699,-1.5593532,-3.4870112
350,6-9yo,5,4,-4.9803643,4.8939724,-0.49215686
350,6-9yo,6,4,-0.36541805,2.4466517,5.195477
212,6-9yo,1,1,6.418806,-2.0168972,-0.2522067
212,6-9yo,2,1,-4.7038555,-1.9634931,-1.4172677
212,6-9yo,3,1,-3.124976,-2.8404772,-2.4497583
212,6-9yo,4,1,-1.2749532,-2.6795552,3.257753
212,6-9yo,5,1,-3.598533,-1.7030482,2.9367235
212,6-9yo,6,1,-2.6410732,0.92157584,2.3595812
212,6-9yo,1,2,-5.1673307,-2.9249814,-0.78606045
212,6-9yo,2,2,0.100324854,3.488059,-0.9821102
212,6-9yo,3,2,-0.69125026,6.01505,-0.34105045
212,6-9yo,4,2,-0.042592715,6.2712245,0.36498275
212,6-9yo,5,2,-4.2144675,4.4066076,-1.1321483
212,6-9yo,6,2,-2.1766028,-2.1098812,-2.0825264
212,6-9yo,1,3,-0.23306447,3.647542,-1.7643
212,6-9yo,2,3,6.1568737,-1.5504228,-0.36847648
212,6-9yo,3,3,6.21386,-1.4318056,-0.13933203
212,6-9yo,4,3,-5.60614,-1.7333343,-2.3345666
212,6-9yo,5,3,8.330104,1.2484179,0.54970294
212,6-9yo,6,3,3.3719962,-2.0123053,1.0899215
212,6-9yo,1,4,-1.01841,1.2943377,2.8025687
212,6-9yo,2,4,-1.5533432,0.025857149,2.7678537
212,6-9yo,3,4,-2.3976333,-1.7427659,2.9301393
212,6-9yo,4,4,6.9236846,-1.8583345,-1.2881699
212,6-9yo,5,4,-0.51710427,-3.9519777,-2.3542778
212,6-9yo,6,4,1.4456809,3.200611,-1.3669778
240,6-9yo,1,1,1.6480095,-7.815891,6.405453
240,6-9yo,2,1,-3.502579,5.2069864,0.44408423
240,6-9yo,3,1,-1.8401518,-2.462153,3.3845856
240,6-9yo,4,1,1.566872,-3.2717574,2.9608605
240,6-9yo,5,1,4.711581,-0.23959292,-1.5061511
240,6-9yo,6,1,-3.6606464,-3.0199978,-1.3448386
240,6-9yo,1,2,13.243924,2.1522553,-3.5560453
240,6-9yo,2,2,1.5561812,-2.490255,2.7153316
240,6-9yo,3,2,-4.693947,3.1863554,-0.9752644
240,6-9yo,4,2,-5.039447,-1.8267994,-2.2760582
240,6-9yo,5,2,-4.5825586,-0.17653614,-1.5960639
240,6-9yo,6,2,-1.8628742,4.504592,-0.06399047
240,6-9yo,1,3,-5.6876335,10.380895,2.9325733
240,6-9yo,2,3,-4.659078,-3.5561507,-1.6156282
240,6-9yo,3,3,0.8665476,-3.0265105,-3.1879318
240,6-9yo,4,3,5.3778887,0.77365834,-2.3909984
240,6-9yo,5,3,-0.11314453,-3.3566012,1.731782
240,6-9yo,6,3,4.2955165,-0.2740202,-2.2077296
240,6-9yo,1,4,-9.204299,-4.7172585,-5.781983
240,6-9yo,2,4,6.6054745,0.8394214,-1.5437864
240,6-9yo,3,4,5.6675515,2.3023095,0.7786101
240,6-9yo,4,4,-1.9053127,4.3248973,1.7061973
240,6-9yo,5,4,-0.015878918,3.7727313,1.3704331
240,6-9yo,6,4,1.2280041,-1.2105738,3.6165605
262,6-9yo,1,1,1.156077,3.512959,-2.1130438
262,6-9yo,2,1,2.895608,5.921335,0.28817287
262,6-9yo,3,1,-2.7148802,7.5974793,-2.0232909
262,6-9yo,4,1,-2.3113372,-0.31371653,4.9719677
262,6-9yo,5,1,9.26495,-0.59758425,1.2468772
262,6-9yo,6,1,8.390431,-1.435109,1.2883917
262,6-9yo,1,2,7.027881,-2.445993,0.31546733
262,6-9yo,2,2,-6.1628475,-0.8215366,-3.766616
262,6-9yo,3,2,-6.6578217,-5.776708,-0.9247541
262,6-9yo,4,2,1.4931033,6.2275558,-1.2641187
262,6-9yo,5,2,-2.1673331,-5.4895864,-3.176826
262,6-9yo,6,2,-3.0107293,-5.495274,-3.5653558
262,6-9yo,1,3,-5.9969425,-2.8334975,-1.0911232
262,6-9yo,2,3,8.753999,-3.5244067,-0.34844598
262,6-9yo,3,3,7.738429,-2.4341486,-2.6977973
262,6-9yo,4,3,-5.671771,-2.3316793,-3.0787687
262,6-9yo,5,3,-5.5269423,-0.8087913,3.8941169
262,6-9yo,6,3,-0.6277319,6.8932414,-2.6003408
262,6-9yo,1,4,-2.1870148,1.7665306,2.8887
262,6-9yo,2,4,-5.4867597,-1.5753919,3.8268883
262,6-9yo,3,4,1.6342777,0.61337817,5.645843
262,6-9yo,4,4,6.490006,-3.5821595,-0.62907785
262,6-9yo,5,4,-1.5706743,6.8959646,-1.9641669
262,6-9yo,6,4,-4.751969,0.03714189,4.8773046
297,6-9yo,1,1,0.75018793,4.280743,0.019416664
297,6-9yo,2,1,8.6035795,-1.9846144,0.6542942
297,6-9yo,3,1,-1.5686302,-0.8898148,2.97983
297,6-9yo,4,1,-3.6427054,7.187435,-1.7040086
297,6-9yo,5,1,-3.8667138,-3.108539,-1.6886307
297,6-9yo,6,1,0.904391,-2.5523715,3.2306273
297,6-9yo,1,2,-2.7204084,-1.3498249,2.7873826
297,6-9yo,2,2,-4.9208813,-4.2429886,-2.4320757
297,6-9yo,3,2,-1.7412328,4.0619287,-0.65726095
297,6-9yo,4,2,-2.9868193,-2.215713,5.7174053
297,6-9yo,5,2,2.231334,-1.4996313,3.0231087
297,6-9yo,6,2,-3.280912,-2.46298,-2.5834475
297,6-9yo,1,3,-5.913112,-1.1758075,-2.1523788
297,6-9yo,2,3,-3.7830305,1.140577,4.5773735
297,6-9yo,3,3,-3.3049562,-2.6875548,-1.904599
297,6-9yo,4,3,-2.0854216,-5.8231435,-4.2448726
297,6-9yo,5,3,-4.850467,3.4015944,0.40752226
297,6-9yo,6,3,-3.0289607,3.898641,0.9365761
297,6-9yo,1,4,7.8833313,-1.7551107,-0.6544198
297,6-9yo,2,4,0.100330904,5.0870266,-2.7995918
297,6-9yo,3,4,6.6148186,-0.4845605,-0.41797143
297,6-9yo,4,4,8.714947,0.85142034,0.23147605
297,6-9yo,5,4,6.4858475,1.2065753,-1.7419997
297,6-9yo,6,4,5.405482,1.1167098,-1.5837554
280,6-9yo,1,1,-4.619806,-1.8761837,-1.3733001
280,6-9yo,2,1,5.5684066,-3.1344252,-0.8256262
280,6-9yo,3,1,0.37566274,3.3367937,-2.5123527
280,6-9yo,4,1,-1.2499944,-3.364072,3.611167
280,6-9yo,5,1,0.98809856,-2.4601426,2.0386937
280,6-9yo,6,1,4.11638,-2.1392944,0.034672048
280,6-9yo,1,2,-2.0176013,3.3785424,0.2908633
280,6-9yo,2,2,-1.8991299,-0.89418477,3.2847536
280,6-9yo,3,2,6.0380363,-2.6726701,-0.12284326
280,6-9yo,4,2,-3.6388202,7.0735784,0.17245303
280,6-9yo,5,2,-3.7340713,-2.0157497,-1.4003638
